parent_id,canonical_parent_name,display_parent_name,parent_type,parent_operating_role,parent_cohort_category,au_shelf_priority_y_n,nz_shelf_priority_y_n,bbfaw_seed_asset_member_y_n,ktc_seed_asset_member_y_n,core_uat_asset_member_y_n,review_state,primary_source_type,primary_source_id,primary_source_name,primary_source_url_or_reference,source_harvest_date,substantiation_note,notes_internal
P0116,Dairy Farmers of America,Dairy Farmers of America,other,brand_owner,global_food_beverage_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Dairy Farmers of America'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0117,Dino Polska SA,Dino Polska SA,other,retailer,supermarket_retailer_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Dino Polska SA'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0118,Empire Company/Sobey’s,Empire Company/Sobey’s,other,retailer,supermarket_retailer_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Empire Company/Sobey’s'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0119,H E Butt Company,H E Butt Company,other,retailer,supermarket_retailer_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'H E Butt Company'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0120,Industrias Bachoco,Industrias Bachoco,other,brand_owner,global_food_beverage_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Industrias Bachoco'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0121,JAB Holding Company,JAB Holding Company,other,brand_owner,global_food_beverage_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'JAB Holding Company'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0122,Lianhua Supermarket Holdings Co,Lianhua Supermarket Holdings Co,other,retailer,supermarket_retailer_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Lianhua Supermarket Holdings Co'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0123,Loblaw Companies Limited,Loblaw Companies Limited,other,retailer,supermarket_retailer_parent,N,N,Y,Y,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Loblaw Companies Limited'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution. v0.9 reconciled source name 'Loblaw Companies Limited'.
P0124,Maruha Nichiro,Maruha Nichiro,other,brand_owner,global_food_beverage_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Maruha Nichiro'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0125,Meiji Holdings,Meiji Holdings,other,brand_owner,global_food_beverage_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Meiji Holdings'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0126,Mercadona SA,Mercadona SA,other,retailer,supermarket_retailer_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Mercadona SA'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0127,Müller UTM,Müller UTM,other,brand_owner,global_food_beverage_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Müller UTM'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0128,New Hope Liuhe Co Ltd,New Hope Liuhe Co Ltd,other,brand_owner,global_food_beverage_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'New Hope Liuhe Co Ltd'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0129,Nippon Ham,Nippon Ham,other,brand_owner,global_food_beverage_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Nippon Ham'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0130,Publix Super Markets Inc,Publix Super Markets Inc,other,retailer,supermarket_retailer_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Publix Super Markets Inc'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0131,"Seven & i Holdings Co., Ltd.","Seven & i Holdings Co., Ltd.",other,retailer,supermarket_retailer_parent,N,N,Y,Y,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Seven & i Holdings'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution. v0.9 reconciled source name 'Seven & i Holdings Co Ltd'.
P0132,Spar Holding AG,Spar Holding AG,other,retailer,supermarket_retailer_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Spar Holding AG'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0133,Target Corporation,Target Corporation,other,retailer,supermarket_retailer_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Target Corporation'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0134,Wens Foodstuff Group,Wens Foodstuff Group,other,brand_owner,global_food_beverage_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Wens Foodstuff Group'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0135,WH Group Limited,WH Group Limited,other,brand_owner,global_food_beverage_parent,N,N,Y,Y,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'WH Group Ltd'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution. v0.9 reconciled source name 'WH Group Limited'.
P0136,"Inner Mongolia Yili Industrial Group Co., Ltd","Inner Mongolia Yili Industrial Group Co., Ltd",other,brand_owner,global_food_beverage_parent,N,N,Y,Y,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Yili Group'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,"v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution. v0.9 reconciled source name 'Inner Mongolia Yili Industrial Group Co., Ltd'."
P0137,Yonghui Superstores Co Ltd,Yonghui Superstores Co Ltd,other,retailer,supermarket_retailer_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Yonghui Superstores Co Ltd'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0138,Zhongpin Inc (Huayu Holdings),Zhongpin Inc (Huayu Holdings),other,brand_owner,global_food_beverage_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Zhongpin Inc (Huayu Holdings)'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0139,"Ajinomoto Co., Inc.","Ajinomoto Co., Inc.",other,brand_owner,global_food_beverage_parent,N,N,N,Y,N,reviewed,imported_seed,SRC_KTC_2026_PARENT_MAPPING_FILE,KTC 2026 parent-brand-alias mapping file,SRC_KTC_2026_PARENT_MAPPING_FILE,2026-04-29,"Added in v0.9 from seed input 'Ajinomoto Co., Inc.'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.",v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0140,China Mengniu Dairy Co Ltd,China Mengniu Dairy Co Ltd,other,brand_owner,global_food_beverage_parent,N,N,N,Y,N,reviewed,imported_seed,SRC_KTC_2026_PARENT_MAPPING_FILE,KTC 2026 parent-brand-alias mapping file,SRC_KTC_2026_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'China Mengniu Dairy Co Ltd'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0141,Chocoladefabriken Lindt & Sprüngli AG,Chocoladefabriken Lindt & Sprüngli AG,other,brand_owner,global_food_beverage_parent,N,N,N,Y,N,reviewed,imported_seed,SRC_KTC_2026_PARENT_MAPPING_FILE,KTC 2026 parent-brand-alias mapping file,SRC_KTC_2026_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Chocoladefabriken Lindt & Sprüngli AG'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0142,"Conagra Brands, Inc.","Conagra Brands, Inc.",other,brand_owner,global_food_beverage_parent,N,N,N,Y,N,reviewed,imported_seed,SRC_KTC_2026_PARENT_MAPPING_FILE,KTC 2026 parent-brand-alias mapping file,SRC_KTC_2026_PARENT_MAPPING_FILE,2026-04-29,"Added in v0.9 from seed input 'Conagra Brands, Inc.'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.",v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0143,Danone,Danone,other,brand_owner,global_food_beverage_parent,N,N,N,Y,N,reviewed,imported_seed,SRC_KTC_2026_PARENT_MAPPING_FILE,KTC 2026 parent-brand-alias mapping file,SRC_KTC_2026_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Danone'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0144,Empire Company Limited,Empire Company Limited,other,retailer,supermarket_retailer_parent,N,N,N,Y,N,reviewed,imported_seed,SRC_KTC_2026_PARENT_MAPPING_FILE,KTC 2026 parent-brand-alias mapping file,SRC_KTC_2026_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Empire Co. Ltd.'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0145,Foshan Haitian Flavouring and Food Co Ltd,Foshan Haitian Flavouring and Food Co Ltd,other,brand_owner,global_food_beverage_parent,N,N,N,Y,N,reviewed,imported_seed,SRC_KTC_2026_PARENT_MAPPING_FILE,KTC 2026 parent-brand-alias mapping file,SRC_KTC_2026_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Foshan Haitian Flavouring and Food Co Ltd'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0146,Kikkoman Corporation,Kikkoman Corporation,other,brand_owner,global_food_beverage_parent,Y,N,N,Y,Y,reviewed,imported_seed,SRC_KTC_2026_PARENT_MAPPING_FILE,KTC 2026 parent-brand-alias mapping file,SRC_KTC_2026_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Kikkoman Corp'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution. v0.9 UAT-led promotion/reconciliation.
P0147,"Meiji Holdings Co., Ltd.","Meiji Holdings Co., Ltd.",other,brand_owner,global_food_beverage_parent,N,N,N,Y,N,reviewed,imported_seed,SRC_KTC_2026_PARENT_MAPPING_FILE,KTC 2026 parent-brand-alias mapping file,SRC_KTC_2026_PARENT_MAPPING_FILE,2026-04-29,"Added in v0.9 from seed input 'Meiji Holdings Co., Ltd.'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.",v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0148,The J. M. Smucker Company,The J. M. Smucker Company,other,brand_owner,global_food_beverage_parent,N,N,N,Y,N,reviewed,imported_seed,SRC_KTC_2026_PARENT_MAPPING_FILE,KTC 2026 parent-brand-alias mapping file,SRC_KTC_2026_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'The J. M. Smucker Company'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0149,Want Want China Holdings Limited,Want Want China Holdings Limited,other,brand_owner,global_food_beverage_parent,N,N,N,Y,N,reviewed,imported_seed,SRC_KTC_2026_PARENT_MAPPING_FILE,KTC 2026 parent-brand-alias mapping file,SRC_KTC_2026_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Want Want China Holdings Limited'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0150,"Yakult Honsha Co., Ltd.","Yakult Honsha Co., Ltd.",other,brand_owner,global_food_beverage_parent,Y,N,N,Y,Y,reviewed,imported_seed,SRC_KTC_2026_PARENT_MAPPING_FILE,KTC 2026 parent-brand-alias mapping file,SRC_KTC_2026_PARENT_MAPPING_FILE,2026-04-29,"Added in v0.9 from seed input 'Yakult Honsha Co.,Ltd.'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.",v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution. v0.9 UAT-led promotion/reconciliation.
P0151,Norco Co-operative Limited,Norco Co-operative Limited,cooperative,manufacturer,regional_food_beverage_parent,Y,N,N,N,Y,reviewed,official_brand_page,SRC_NORCO_OFFICIAL,Norco official site,https://norcofoods.com.au/,2026-04-29,Strong UAT AU food/drink candidate promoted in v0.9; Norco observed in MaG_UAT_AU_Test_Pack.,v0.9 UAT-led parent promotion; not exhaustive UAT coverage.
P0152,Red Bull GmbH,Red Bull GmbH,private_company,brand_owner,global_food_beverage_parent,Y,N,N,N,Y,reviewed,official_brand_page,SRC_REDBULL_AU,Red Bull Australia energy drink page,https://www.redbull.com/au-en/energydrink,2026-04-29,Strong UAT AU food/drink candidate promoted in v0.9; Red Bull observed in MaG_UAT_AU_Test_Pack.,v0.9 UAT-led parent promotion; not exhaustive UAT coverage.
P0153,Vitasoy International Holdings Limited,Vitasoy International Holdings Limited,public_company,brand_owner,global_food_beverage_parent,Y,N,N,N,Y,reviewed,official_brand_page,SRC_VITASOY_AU,Vitasoy Australia official site,https://soy.com.au/,2026-04-29,Strong UAT AU food/drink candidate promoted in v0.9; Vitasoy observed in MaG_UAT_AU_Test_Pack.,v0.9 UAT-led parent promotion; not exhaustive UAT coverage.
P0154,Hive + Wellness Australia Pty Ltd,Hive + Wellness Australia Pty Ltd,private_company,brand_owner,regional_food_beverage_parent,Y,N,N,N,Y,reviewed,official_brand_page,SRC_HIVE_WELLNESS_BRANDS,Hive + Wellness Australia brands page,https://hiveandwellness.com/brands/,2026-04-29,Strong UAT AU food/drink candidate promoted in v0.9; Capilano observed in MaG_UAT_AU_Test_Pack.,v0.9 UAT-led parent promotion; not exhaustive UAT coverage.
P0155,Ward McKenzie Pty Ltd,Ward McKenzie Pty Ltd,private_company,brand_owner,regional_food_beverage_parent,Y,N,N,N,Y,reviewed,official_brand_page,SRC_MCKENZIES_FOODS,McKenzie's Foods official site,https://www.mckenziesfoods.com.au/,2026-04-29,Strong UAT AU food/drink candidate promoted in v0.9; McKenzie's observed in MaG_UAT_AU_Test_Pack.,v0.9 UAT-led parent promotion; not exhaustive UAT coverage.
P0156,Intersnack Group GmbH & Co. KG,Intersnack Group GmbH & Co. KG,private_company,brand_owner,global_food_beverage_parent,Y,N,N,N,Y,reviewed,official_parent_brand_page,SRC_INTERSNACK_BRANDS,Intersnack Group — Brands Overview,https://www.intersnackgroup.com/brands/overview,2026-04-29,Founder exception review approved Kettle as owned by Intersnack Group GmbH & Co. KG; Snackbrands Australia captured as local entity context.,Added in v0.10 from founder exception review; Kettle ownership corrected from UAT candidate.
P0159,Monster Beverage Corporation,Monster Beverage Corporation,public_company,brand_owner,global_food_beverage_parent,Y,Y,N,N,N,reviewed,official_parent_brand_page,SRC_CHAINING_REFRESH_20260816,Monster Beverage Corporation,https://www.monsterbevcorp.com/,2026-08-16,AU/NZ Monster consumer brand owner; Coca-Cola remains distribution/operational context only.,Added in wave1-v0.15 chaining refresh.
P0160,Froneri International Limited,Froneri International Limited,private_company,brand_owner,global_food_beverage_parent,Y,Y,N,N,N,reviewed,official_parent_brand_page,SRC_CHAINING_REFRESH_20260816,Froneri,https://www.froneri.com/,2026-08-16,"Current owner for Peters, Tip Top Ice Cream, New Zealand Natural. JV shareholders not modelled as dual owners.",Added in wave1-v0.15 chaining refresh.
P0161,JDE Peet's N.V.,JDE Peet's N.V.,public_company,brand_owner,global_food_beverage_parent,Y,Y,N,N,N,reviewed,official_parent_brand_page,SRC_CHAINING_REFRESH_20260816,JDE Peet's,https://www.jdepeets.com/,2026-08-16,AU/NZ current-chain refresh 20260816 from founder governed Chaining instruction; runtime consumes review_state=reviewed only.,Added in wave1-v0.15 chaining refresh.
P0162,"Sunkist Growers, Inc.","Sunkist Growers, Inc.",cooperative,brand_owner,global_food_beverage_parent,Y,Y,N,N,N,reviewed,official_parent_brand_page,SRC_CHAINING_REFRESH_20260816,Sunkist Growers,https://www.sunkist.com/,2026-08-16,Sunkist consumer-brand owner. Asahi/KDP mappings are not current AU/NZ ownership.,Added in wave1-v0.15 chaining refresh.
P0163,Open Country Dairy Limited,Open Country Dairy Limited,private_company,brand_owner,regional_food_beverage_parent,N,Y,N,N,N,reviewed,official_parent_brand_page,SRC_CHAINING_REFRESH_20260816,Open Country Dairy,https://www.opencountry.co.nz/,2026-08-16,"Talley-owned dairy business; brands Deep South and Motueka Creamery sit under this entity, not as Talley Group consumer-brand siblings without the edge.",Added in wave1-v0.15 chaining refresh.
P0164,George Weston Foods Limited,George Weston Foods Limited,private_company,brand_owner,regional_food_beverage_parent,Y,Y,N,N,N,reviewed,official_parent_brand_page,SRC_CHAINING_REFRESH_20260816,George Weston Foods,https://www.gwf.com.au/,2026-08-16,ABF-owned AU operating company for Tip Top Bakery / DON / Jarrah / KR Castlemaine. Not a dual owner with ABF.,Added in wave1-v0.15 chaining refresh.
