control_row_id,parent_id,canonical_parent_name,parent_cohort_category,au_shelf_priority_y_n,nz_shelf_priority_y_n,bbfaw_seed_asset_member_y_n,ktc_seed_asset_member_y_n,core_uat_asset_member_y_n,official_parent_brand_source_harvested_y_n,source_status,brand_population_status,alias_population_status,gtin_link_status,review_state,gap_status,next_population_action,notes_internal
CTRL0129,P0129,Nippon Ham,global_food_beverage_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0130,P0130,Publix Super Markets Inc,supermarket_retailer_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0131,P0131,"Seven & i Holdings Co., Ltd.",supermarket_retailer_parent,N,N,Y,Y,N,N,source_fields_present,brand_rows_present,alias_rows_present,reserved_post_mvp_not_coverage_strategy,reviewed,none,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0132,P0132,Spar Holding AG,supermarket_retailer_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0133,P0133,Target Corporation,supermarket_retailer_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0134,P0134,Wens Foodstuff Group,global_food_beverage_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0135,P0135,WH Group Limited,global_food_beverage_parent,N,N,Y,Y,N,N,source_fields_present,brand_rows_present,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,none,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0136,P0136,"Inner Mongolia Yili Industrial Group Co., Ltd",global_food_beverage_parent,N,N,Y,Y,N,N,source_fields_present,brand_rows_present,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,none,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0137,P0137,Yonghui Superstores Co Ltd,supermarket_retailer_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0138,P0138,Zhongpin Inc (Huayu Holdings),global_food_beverage_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0139,P0139,"Ajinomoto Co., Inc.",global_food_beverage_parent,N,N,N,Y,N,N,source_fields_present,brand_rows_present,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,none,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0140,P0140,China Mengniu Dairy Co Ltd,global_food_beverage_parent,N,N,N,Y,N,N,source_fields_present,brand_rows_present,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,none,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0141,P0141,Chocoladefabriken Lindt & Sprüngli AG,global_food_beverage_parent,N,N,N,Y,N,N,source_fields_present,brand_rows_present,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,none,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0142,P0142,"Conagra Brands, Inc.",global_food_beverage_parent,N,N,N,Y,N,N,source_fields_present,brand_rows_present,alias_rows_present,reserved_post_mvp_not_coverage_strategy,reviewed,none,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0143,P0143,Danone,global_food_beverage_parent,N,N,N,Y,N,N,source_fields_present,brand_rows_present,alias_rows_present,reserved_post_mvp_not_coverage_strategy,reviewed,none,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0144,P0144,Empire Company Limited,supermarket_retailer_parent,N,N,N,Y,N,N,source_fields_present,brand_rows_present,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,none,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0145,P0145,Foshan Haitian Flavouring and Food Co Ltd,global_food_beverage_parent,N,N,N,Y,N,N,source_fields_present,brand_rows_present,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,none,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0146,P0146,Kikkoman Corporation,global_food_beverage_parent,Y,N,N,Y,Y,N,source_fields_present,brand_rows_present,alias_rows_present,reserved_post_mvp_not_coverage_strategy,reviewed,none,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0147,P0147,"Meiji Holdings Co., Ltd.",global_food_beverage_parent,N,N,N,Y,N,N,source_fields_present,brand_rows_present,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,none,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0148,P0148,The J. M. Smucker Company,global_food_beverage_parent,N,N,N,Y,N,N,source_fields_present,brand_rows_present,alias_rows_present,reserved_post_mvp_not_coverage_strategy,reviewed,none,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0149,P0149,Want Want China Holdings Limited,global_food_beverage_parent,N,N,N,Y,N,N,source_fields_present,brand_rows_present,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,none,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0150,P0150,"Yakult Honsha Co., Ltd.",global_food_beverage_parent,Y,N,N,Y,Y,N,source_fields_present,brand_rows_present,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,none,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0151,P0151,Norco Co-operative Limited,regional_food_beverage_parent,Y,N,N,N,Y,Y,source_fields_present,brand_rows_present,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,none,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0152,P0152,Red Bull GmbH,global_food_beverage_parent,Y,N,N,N,Y,Y,source_fields_present,brand_rows_present,alias_rows_present,reserved_post_mvp_not_coverage_strategy,reviewed,none,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0153,P0153,Vitasoy International Holdings Limited,global_food_beverage_parent,Y,N,N,N,Y,Y,source_fields_present,brand_rows_present,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,none,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0154,P0154,Hive + Wellness Australia Pty Ltd,regional_food_beverage_parent,Y,N,N,N,Y,Y,source_fields_present,brand_rows_present,alias_rows_present,reserved_post_mvp_not_coverage_strategy,reviewed,none,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0155,P0155,Ward McKenzie Pty Ltd,regional_food_beverage_parent,Y,N,N,N,Y,Y,source_fields_present,brand_rows_present,alias_rows_present,reserved_post_mvp_not_coverage_strategy,reviewed,none,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0156,P0156,Intersnack Group GmbH & Co. KG,global_food_beverage_parent,Y,N,N,N,Y,Y,source_fields_present,brand_rows_present,alias_rows_present,reserved_post_mvp_not_coverage_strategy,reviewed,none,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,Kettle parent exception resolved; Snackbrands Australia retained as local operating entity context only. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
